,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,ratio
95683,1732043,50,12,1963,12,female,821.0,880,332,419,548,350,274,69,274,0.37727272727272726
95684,1312891,19,11,1994,11,female,464.0,841,545,415,861,378,652,37,209,0.6480380499405469
95685,2160507,23,5,1990,5,female,623.0,990,649,403,1516,363,612,40,904,0.6555555555555556
95686,1766963,102,11,1911,6,female,1508.0,908,360,410,742,309,464,101,278,0.3964757709251101
95689,1818284,23,15,1990,12,female,560.0,970,478,445,980,237,611,208,369,0.4927835051546392
95690,1063782,16,5,1997,8,female,684.0,850,466,445,406,366,116,79,290,0.548235294117647
95691,1624213,19,5,1994,9,female,653.0,850,566,444,474,420,420,24,54,0.6658823529411765
95694,2035747,100,31,1913,8,female,293.0,952,824,429,461,429,361,0,100,0.865546218487395
95695,1213604,17,11,1996,4,female,411.0,991,396,444,717,444,460,0,257,0.39959636730575177
95696,1632857,19,7,1994,6,female,342.0,911,721,473,167,23,83,450,84,0.7914379802414928
95697,1278207,16,25,1997,6,female,560.0,868,368,478,411,0,296,478,115,0.423963133640553
95698,1965927,18,6,1995,8,female,324.0,868,489,466,545,51,153,415,392,0.5633640552995391
95699,1742015,36,3,1977,5,female,604.0,894,620,473,355,4,135,469,220,0.6935123042505593
95700,1018796,108,14,1905,2,female,1826.0,898,620,479,306,4,173,475,133,0.6904231625835189
95701,1922050,16,4,1997,6,female,692.0,885,607,457,731,247,515,210,216,0.6858757062146893
95702,1955571,16,1,1997,8,female,290.0,855,490,452,542,396,403,56,139,0.5730994152046783
95705,1951460,18,6,1995,2,female,247.0,858,55,454,1154,452,1081,2,73,0.0641025641025641
95709,1088981,16,22,1997,1,female,683.0,992,473,470,761,470,516,0,245,0.47681451612903225
95711,1343370,18,25,1995,7,female,161.0,966,253,505,555,166,371,339,184,0.2619047619047619
95712,1213086,19,1,1994,8,female,915.0,972,224,493,394,287,117,206,277,0.23045267489711935
95713,1158541,23,21,1990,9,female,465.0,858,648,500,658,104,329,396,329,0.7552447552447552
95714,1370493,18,19,1995,4,female,552.0,918,178,500,175,397,98,103,77,0.19389978213507625
95715,1052421,16,31,1997,10,female,986.0,864,739,514,419,410,122,104,297,0.8553240740740741
95716,1157162,18,13,1995,11,female,696.0,971,418,508,495,368,271,140,224,0.43048403707518024
95717,1915431,29,11,1984,12,female,703.0,975,491,518,413,474,265,44,148,0.5035897435897436
95718,1592352,17,13,1996,3,female,368.0,947,688,506,3982,487,3710,19,272,0.7265047518479408
95719,1941901,19,4,1994,6,female,1092.0,915,526,513,2922,454,1901,59,1021,0.5748633879781421
95721,1947595,16,3,1997,12,female,571.0,840,455,495,787,494,572,1,215,0.5416666666666666
95722,1666482,17,4,1996,10,female,472.0,844,538,496,297,496,265,0,32,0.6374407582938388
95724,1726072,14,6,1999,8,female,840.0,970,574,524,41,2,8,522,33,0.5917525773195876
95726,1565765,65,2,1948,4,female,2376.0,945,289,533,1392,33,687,500,705,0.3058201058201058
95728,1835831,18,24,1995,3,female,613.0,918,356,555,659,160,225,395,434,0.3877995642701525
95730,1019712,20,20,1993,1,female,678.0,862,508,542,1376,533,548,9,828,0.5893271461716937
95731,1720052,20,7,1993,9,female,427.0,849,621,552,186,547,126,5,60,0.7314487632508834
95736,1010688,17,19,1996,11,female,693.0,943,248,539,659,539,543,0,116,0.26299045599151644
95737,2025624,18,10,1995,8,female,350.0,835,562,522,431,522,361,0,70,0.6730538922155689
95739,1475227,15,19,1998,5,female,469.0,886,125,537,1020,537,591,0,429,0.14108352144469527
95740,1212608,16,26,1997,4,female,465.0,970,750,528,1119,528,391,0,728,0.7731958762886598
95741,1085637,61,28,1952,8,female,904.0,883,574,581,285,22,54,559,231,0.6500566251415628
95743,1056758,19,3,1994,6,female,138.0,844,371,605,312,397,196,208,116,0.4395734597156398
95744,1429186,14,1,1999,1,female,1281.0,987,604,606,419,141,143,465,276,0.6119554204660588
95746,1659509,18,2,1995,8,female,724.0,893,449,586,833,153,248,433,585,0.5027995520716685
95747,1331557,23,27,1990,5,female,1961.0,874,358,580,1406,415,792,165,614,0.4096109839816934
95748,1970597,19,27,1994,9,female,340.0,884,505,595,727,531,302,64,425,0.5712669683257918
95752,1636974,18,20,1995,11,female,87.0,855,643,576,1620,576,1119,0,501,0.752046783625731
95754,1355934,107,11,1906,4,female,1956.0,846,284,644,342,0,141,644,201,0.33569739952718675
95755,1165674,16,18,1997,10,female,156.0,931,251,621,813,123,156,498,657,0.2696025778732546
95756,2099071,50,8,1963,1,female,1953.0,933,737,657,943,19,365,638,578,0.789924973204716
95757,2018619,13,12,2000,1,female,449.0,930,524,634,802,402,273,232,529,0.5634408602150538
95758,1010317,15,11,1998,1,female,550.0,918,519,659,899,396,560,263,339,0.565359477124183
95759,1280932,19,26,1994,8,female,1050.0,944,357,637,488,160,168,477,320,0.3781779661016949
95760,2065642,34,23,1979,11,female,567.0,969,598,648,595,345,276,303,319,0.6171310629514963
95761,2125725,16,6,1997,9,female,1267.0,935,550,620,1153,207,592,413,561,0.5882352941176471
95763,2180502,108,22,1905,7,female,1336.0,921,327,610,53,539,35,71,18,0.3550488599348534
95764,1406292,15,14,1998,3,female,291.0,904,446,618,828,589,706,29,122,0.49336283185840707
95765,1260308,22,24,1991,2,female,1841.0,993,375,635,865,593,399,42,466,0.3776435045317221
95766,2045879,15,14,1998,7,female,225.0,875,428,639,341,637,232,2,109,0.48914285714285716
95769,1888742,17,1,1996,2,female,375.0,894,665,638,221,638,204,0,17,0.743847874720358
95771,1569589,21,2,1992,7,female,817.0,971,278,641,674,641,628,0,46,0.286302780638517
95773,2074221,18,11,1995,11,female,579.0,887,594,715,580,75,215,640,365,0.6696730552423901
95775,1415431,17,19,1996,3,female,651.0,933,462,685,560,316,294,369,266,0.49517684887459806
95776,1818067,18,31,1995,1,female,1418.0,952,393,680,500,198,232,482,268,0.41281512605042014
95777,1721211,18,14,1995,6,female,460.0,845,584,704,486,282,280,422,206,0.6911242603550296
95779,1211942,22,3,1991,4,female,164.0,921,773,705,1067,198,488,507,579,0.8393051031487514
95780,1803152,41,17,1972,10,female,521.0,929,126,723,2378,340,880,383,1498,0.1356297093649085
95781,1840928,19,15,1994,5,female,1273.0,899,313,670,553,669,370,1,183,0.3481646273637375
95782,1672140,15,26,1998,1,female,357.0,931,266,667,412,667,261,0,151,0.2857142857142857
95783,2085123,20,22,1993,1,female,412.0,946,660,708,558,708,429,0,129,0.6976744186046512
95787,1527302,17,6,1996,4,female,868.0,884,417,753,755,139,313,614,442,0.47171945701357465
95788,1242084,18,15,1995,8,female,820.0,856,501,749,671,35,416,714,255,0.5852803738317757
95790,1599384,14,5,1999,11,female,350.0,852,556,755,799,181,400,574,399,0.6525821596244131
95791,2156131,16,23,1997,8,female,515.0,967,255,762,599,222,411,540,188,0.26370217166494314
95793,1682244,14,29,1999,12,female,16.0,847,558,737,1197,386,298,351,899,0.6587957497048406
95794,2097969,22,25,1991,9,female,367.0,977,692,754,5332,241,4356,513,976,0.7082906857727738
95795,1447423,25,5,1988,10,female,1771.0,966,527,781,1278,196,829,585,449,0.5455486542443064
95796,1389970,26,1,1987,2,female,549.0,966,127,781,1299,196,462,585,837,0.13146997929606624
95797,2135542,15,6,1998,8,female,400.0,942,519,763,397,667,165,96,232,0.5509554140127388
95798,2071084,16,22,1997,3,female,1420.0,930,466,753,708,681,452,72,256,0.5010752688172043
95799,1350465,18,17,1995,4,female,1153.0,936,351,739,533,675,512,64,21,0.375
95800,2038354,19,4,1994,4,female,456.0,876,345,769,362,769,324,0,38,0.3938356164383562
95802,2075104,48,11,1965,5,female,472.0,911,663,823,590,73,338,750,252,0.7277716794731065
95803,2008961,13,9,2000,2,female,15.0,869,569,825,3228,119,1638,706,1590,0.6547756041426928
95808,1204594,21,13,1992,6,female,846.0,883,297,835,1563,248,639,587,924,0.3363533408833522
95811,1478071,18,6,1995,11,female,375.0,896,699,812,492,729,243,83,249,0.7801339285714286
95814,1020542,21,19,1992,11,female,942.0,863,589,813,1152,630,826,183,326,0.6825028968713789
95816,1983879,19,11,1994,9,female,250.0,940,360,802,1359,759,946,43,413,0.3829787234042553
95817,1415388,20,7,1993,1,female,386.0,918,456,865,2072,856,1602,9,470,0.49673202614379086
95818,1418291,27,11,1986,3,female,1990.0,901,250,851,2310,666,1336,185,974,0.27746947835738067
95819,1812862,15,6,1998,1,female,601.0,938,394,827,1225,824,1042,3,183,0.4200426439232409
95820,1282390,47,25,1966,9,female,1502.0,954,353,825,1227,825,733,0,494,0.370020964360587
95821,2143210,19,20,1994,8,female,170.0,922,721,975,1247,182,572,793,675,0.7819956616052061
95822,1601194,19,18,1994,10,female,492.0,887,581,969,449,591,249,378,200,0.6550169109357384
95824,1959227,16,6,1997,7,female,654.0,915,367,888,749,423,605,465,144,0.4010928961748634
95825,1537568,18,21,1995,11,female,1002.0,866,352,931,1257,394,546,537,711,0.4064665127020785
95826,1310491,22,18,1991,1,female,712.0,897,545,922,1133,479,801,443,332,0.6075808249721293
95827,1242708,15,12,1998,10,female,543.0,959,676,942,1976,422,1223,520,753,0.7049009384775808
95829,2137710,15,6,1998,3,female,390.0,862,298,889,807,726,784,163,23,0.345707656612529
95830,1976629,18,5,1995,5,female,254.0,938,473,968,849,895,503,73,346,0.5042643923240938
95832,2029860,20,2,1993,1,female,521.0,970,319,930,620,891,443,39,177,0.3288659793814433
95833,1815458,20,15,1993,3,female,601.0,874,112,947,917,889,374,58,543,0.12814645308924486
95834,1248988,24,10,1989,8,female,1120.0,851,460,908,1059,887,483,21,576,0.5405405405405406
95836,2016439,16,16,1997,9,female,312.0,929,377,955,830,953,651,2,179,0.4058127018299246
95838,1298011,20,26,1993,5,female,1650.0,885,462,908,637,904,368,4,269,0.5220338983050847
95839,1143407,61,13,1952,10,female,2329.0,843,213,949,640,943,425,6,215,0.2526690391459075
95840,1874930,15,22,1998,3,female,353.0,953,767,891,540,891,446,0,94,0.8048268625393494
95843,1377138,24,22,1989,8,female,361.0,851,459,946,1966,946,1889,0,77,0.5393654524089306
95844,1467852,16,7,1997,8,female,664.0,987,736,1024,754,147,214,877,540,0.745694022289767
95845,1578658,27,16,1986,5,female,176.0,877,598,1090,1573,197,728,893,845,0.6818700114025086
95846,1348644,39,7,1974,8,female,682.0,876,581,1009,1309,3,555,1006,754,0.66324200913242
95849,1130346,20,14,1993,7,female,788.0,838,462,1021,501,675,440,346,61,0.5513126491646778
95850,1072154,33,10,1980,9,female,2160.0,837,540,1005,337,670,236,335,101,0.6451612903225806
95851,1375876,20,29,1993,1,female,1096.0,886,510,1055,903,417,497,638,406,0.5756207674943566
95852,1754243,17,5,1996,7,female,323.0,853,435,1064,3148,287,959,777,2189,0.5099648300117233
95853,1154488,55,13,1958,1,female,1776.0,938,519,990,1967,686,930,304,1037,0.5533049040511727
95854,1759577,21,27,1992,5,female,1457.0,836,367,1050,486,845,305,205,181,0.43899521531100477
95856,1505979,19,21,1994,1,female,398.0,934,460,1023,1240,806,655,217,585,0.4925053533190578
95857,1595387,19,30,1994,9,female,432.0,930,543,1083,1331,976,824,107,507,0.5838709677419355
95858,1648783,21,4,1992,12,female,698.0,995,540,1016,1021,753,504,263,517,0.542713567839196
95859,1473690,16,6,1997,5,female,370.0,989,234,1037,1993,1024,1241,13,752,0.23660262891809908
95860,2167081,14,6,1999,9,female,420.0,883,631,1052,298,1046,170,6,128,0.7146092865232163
95861,1119495,19,30,1994,5,female,483.0,890,88,1031,1546,1029,523,2,1023,0.09887640449438202
95862,1085775,20,2,1993,2,female,596.0,888,508,1066,2021,1058,913,8,1108,0.5720720720720721
95865,1986553,22,23,1991,11,female,321.0,890,642,1081,1001,1081,965,0,36,0.7213483146067415
95866,1670156,43,1,1970,9,female,1197.0,892,614,1138,1650,11,813,1127,837,0.6883408071748879
95867,1401313,106,23,1907,9,female,1495.0,850,428,1266,1063,12,157,1254,906,0.5035294117647059
95868,1482065,15,24,1998,12,female,96.0,930,230,1148,2062,54,1575,1094,487,0.24731182795698925
95871,1062366,19,28,1994,9,female,480.0,854,761,1247,268,700,133,547,135,0.8911007025761124
95872,1902872,15,25,1998,8,female,434.0,903,623,1229,1018,687,567,542,451,0.689922480620155
95873,1509949,21,18,1992,5,female,766.0,953,221,1173,1106,433,244,740,862,0.23189926547743966
95874,1791543,18,14,1995,5,female,1063.0,870,375,1257,2380,562,1522,695,858,0.43103448275862066
95875,1389225,44,3,1969,8,female,162.0,944,814,1260,423,935,322,325,101,0.8622881355932204
95877,1681425,16,28,1997,10,female,695.0,940,461,1274,1107,1123,972,151,135,0.49042553191489363
95880,1226039,24,19,1989,6,female,1360.0,854,417,1271,1520,1038,1004,233,516,0.4882903981264637
95881,1153196,19,8,1994,2,female,274.0,840,589,1229,3941,1226,2773,3,1168,0.7011904761904761
95886,1065456,14,27,1999,2,female,420.0,850,413,1201,944,1201,796,0,148,0.4858823529411765
95887,2031675,26,3,1987,3,female,330.0,971,536,1137,1599,1137,998,0,601,0.5520082389289392
95888,1206311,18,2,1995,4,female,626.0,877,644,1382,695,130,363,1252,332,0.734321550741163
95889,2188601,16,20,1997,7,female,423.0,928,631,1342,1261,157,376,1185,885,0.6799568965517241
95890,1119474,16,2,1997,9,female,307.0,851,639,1504,1183,8,84,1496,1099,0.7508813160987075
95891,1836352,19,18,1994,10,female,1032.0,932,492,1346,1849,171,572,1175,1277,0.5278969957081545
95892,1735886,19,21,1994,11,female,574.0,921,611,1487,2699,274,1520,1213,1179,0.6634093376764386
95893,1966720,58,4,1955,5,female,1861.0,957,543,1309,530,922,245,387,285,0.567398119122257
95894,1721326,17,24,1996,1,female,482.0,915,586,1322,830,479,121,843,709,0.6404371584699453
95895,2026351,31,7,1982,6,female,1197.0,930,307,1452,996,564,785,888,211,0.3301075268817204
95896,1427355,47,24,1966,10,female,1759.0,920,311,1443,1372,632,1116,811,256,0.33804347826086956
95897,1828611,15,18,1998,11,female,237.0,914,510,1438,2274,891,1445,547,829,0.5579868708971554
95898,1683023,25,14,1988,10,female,1269.0,918,354,1384,6696,663,4105,721,2591,0.38562091503267976
95899,1504638,26,17,1987,9,female,1076.0,921,322,1289,2019,847,1824,442,195,0.3496199782844734
95900,1984739,17,8,1996,8,female,635.0,914,653,1295,606,1035,420,260,186,0.7144420131291028
95901,2011647,25,5,1988,8,female,1909.0,904,376,1511,900,1450,719,61,181,0.415929203539823
95902,1585346,13,28,2000,1,female,169.0,861,498,1377,1852,1361,1693,16,159,0.578397212543554
95903,1278395,15,24,1998,11,female,67.0,894,622,1421,1622,1344,1014,77,608,0.6957494407158836
95904,1274204,14,5,1999,1,female,81.0,883,389,1372,1490,1167,941,205,549,0.4405436013590034
95905,1605457,15,28,1998,9,female,887.0,985,610,1459,2178,1159,1062,300,1116,0.6192893401015228
95906,2125272,56,14,1957,3,female,1775.0,976,444,1437,1958,1392,774,45,1184,0.45491803278688525
95907,1407294,17,13,1996,1,female,32.0,952,289,1340,5018,1186,3929,154,1089,0.30357142857142855
95909,2148905,24,16,1989,5,female,491.0,892,189,1472,479,1472,301,0,178,0.21188340807174888
95911,1750066,23,1,1990,1,female,599.0,935,292,1389,860,1389,644,0,216,0.3122994652406417
95912,1387585,19,12,1994,1,female,424.0,925,767,1844,242,159,136,1685,106,0.8291891891891892
95914,1492677,54,19,1959,6,female,1218.0,986,303,1595,1644,23,214,1572,1430,0.30730223123732253
95917,2152035,19,6,1994,6,female,151.0,855,669,1529,680,1054,595,475,85,0.7824561403508772
95918,1151745,18,18,1995,10,female,457.0,878,435,1856,1157,1313,508,543,649,0.49544419134396356
95919,1975459,17,4,1996,4,female,331.0,964,625,1596,2534,642,1440,954,1094,0.6483402489626556
95920,1710374,16,3,1997,12,female,396.0,951,674,1767,1069,1736,886,31,183,0.7087276550998949
95923,1508730,63,22,1950,5,female,362.0,869,409,1601,837,1520,625,81,212,0.4706559263521289
95925,1910640,23,14,1990,11,female,593.0,977,758,1597,3363,1393,2713,204,650,0.7758444216990789
95926,2082228,23,22,1990,4,female,295.0,857,431,1562,1033,1559,427,3,606,0.5029171528588098
95928,1892420,19,29,1994,5,female,512.0,994,488,1858,337,1858,258,0,79,0.4909456740442656
95930,1441764,16,20,1997,2,female,511.0,852,562,1584,1922,1584,1637,0,285,0.6596244131455399
95931,2140404,103,2,1910,5,female,1266.0,986,499,1532,1157,1532,908,0,249,0.5060851926977687
95932,1148676,26,30,1987,5,female,295.0,905,404,1624,3174,1624,2630,0,544,0.44640883977900553
95933,1499506,28,30,1985,7,female,379.0,891,454,1899,321,246,172,1653,149,0.5095398428731762
95934,1622918,66,7,1947,4,female,1565.0,919,204,1958,991,0,124,1958,867,0.2219804134929271
95935,1232604,31,9,1982,10,female,1884.0,994,542,2120,2373,391,1825,1729,548,0.545271629778672
95936,1377295,13,2,2000,5,female,494.0,994,734,2237,5055,68,2400,2169,2655,0.738430583501006
95937,1194245,15,28,1998,2,female,610.0,846,361,1957,856,1140,545,817,311,0.42671394799054374
95938,1787854,15,13,1998,8,female,379.0,938,205,1979,1175,919,559,1060,616,0.21855010660980811
95939,1172761,14,22,1999,11,female,585.0,846,629,2041,2208,1337,1570,704,638,0.7434988179669031
95940,1026737,14,10,1999,12,female,279.0,955,371,1931,1255,813,541,1118,714,0.38848167539267014
95941,1930086,14,16,1999,1,female,281.0,955,396,2065,2493,541,699,1524,1794,0.41465968586387436
95944,1221584,18,22,1995,3,female,433.0,922,533,2035,2950,1467,1705,568,1245,0.5780911062906724
95946,1335059,19,11,1994,10,female,78.0,843,164,1920,2329,938,1852,982,477,0.19454329774614473
95947,1231302,23,7,1990,10,female,927.0,889,437,2009,1839,1409,1433,600,406,0.4915635545556805
95948,1592556,24,16,1989,10,female,375.0,923,516,1903,2053,1290,876,613,1177,0.5590465872156013
95949,1491057,19,24,1994,8,female,380.0,845,473,1892,4056,1285,1535,607,2521,0.5597633136094674
95952,1033792,21,10,1992,3,female,599.0,900,549,1907,951,1707,547,200,404,0.61
95954,2048718,20,21,1993,10,female,205.0,965,221,2158,1793,2011,1371,147,422,0.22901554404145077
95955,1006319,46,21,1967,1,female,81.0,859,793,2094,2602,2059,2208,35,394,0.9231664726426076
95956,1310366,16,22,1997,9,female,43.0,850,479,2215,7040,1961,4295,254,2745,0.5635294117647058
95957,1862774,20,1,1993,8,female,150.0,955,130,1979,3498,1874,1913,105,1585,0.13612565445026178
95958,1880512,22,29,1991,1,female,944.0,954,441,2028,2823,2008,2133,20,690,0.46226415094339623
95960,1704800,17,5,1996,7,female,415.0,923,102,2138,312,2138,243,0,69,0.1105092091007584
95963,1464410,24,1,1989,12,female,472.0,842,158,2156,1941,2156,1602,0,339,0.1876484560570071
95964,2190564,59,4,1954,9,female,1524.0,949,321,2041,1247,2041,1161,0,86,0.3382507903055848
95965,1392388,20,23,1993,9,female,322.0,896,672,1979,5573,1979,5369,0,204,0.75
95966,1268781,17,16,1996,3,female,796.0,936,293,2887,937,29,254,2858,683,0.31303418803418803
95967,1760642,18,11,1995,6,female,32.0,890,557,3051,1714,250,802,2801,912,0.6258426966292134
95968,1793807,22,12,1991,6,female,378.0,954,314,2527,1949,123,1042,2404,907,0.32914046121593293
95969,1531922,18,6,1995,3,female,219.0,867,530,2578,1415,1467,911,1111,504,0.6113033448673587
95970,1207948,20,3,1993,3,female,319.0,868,619,2961,598,2129,333,832,265,0.7131336405529954
95971,1488469,42,20,1971,11,female,641.0,967,383,2644,928,1076,337,1568,591,0.3960703205791106
95972,1500253,46,5,1967,1,female,1744.0,927,573,2962,616,1352,259,1610,357,0.6181229773462783
95973,2024446,84,22,1929,11,female,598.0,908,623,3529,1539,2447,1221,1082,318,0.6861233480176211
95974,1793964,14,18,1999,5,female,815.0,958,327,3168,4146,2024,3678,1144,468,0.34133611691022964
95975,1567231,19,26,1994,7,female,363.0,877,444,3198,1962,1927,918,1271,1044,0.5062713797035348
95977,1302319,28,15,1985,11,female,942.0,850,323,2745,1870,1452,526,1293,1344,0.38
95978,1655748,41,12,1972,11,female,1610.0,930,471,2796,2069,1854,1106,942,963,0.5064516129032258
95979,1433932,21,30,1992,10,female,711.0,913,118,2962,4623,1366,2459,1596,2164,0.12924424972617743
95982,1549890,21,5,1992,5,female,190.0,975,141,3357,3744,2503,2485,854,1259,0.14461538461538462
95983,1061641,40,21,1973,1,female,715.0,909,386,2382,3203,1949,1529,433,1674,0.42464246424642466
95984,1328744,16,14,1997,3,female,255.0,888,424,2522,4308,2108,2489,414,1819,0.4774774774774775
95985,1343471,18,4,1995,9,female,260.0,922,548,2932,5300,2504,4182,428,1118,0.5943600867678959
95986,1453972,25,8,1988,12,female,1544.0,886,495,3387,5380,3051,3544,336,1836,0.5586907449209932
95989,1605384,18,29,1995,8,female,319.0,839,245,2504,1352,2504,1169,0,183,0.29201430274135876
95990,1121810,21,25,1992,5,female,289.0,961,657,2898,1136,2898,1056,0,80,0.6836628511966701
95991,1174089,28,28,1985,6,female,421.0,980,411,3204,914,3204,645,0,269,0.4193877551020408
95993,2153948,30,28,1983,2,female,436.0,878,372,2468,4084,2468,3458,0,626,0.42369020501138954
95995,1769162,59,29,1954,6,female,517.0,948,838,3833,533,205,296,3628,237,0.8839662447257384
95997,1492196,18,2,1995,10,female,494.0,934,361,4757,5310,596,1468,4161,3842,0.38650963597430404
95998,1801148,20,21,1993,5,female,761.0,909,110,6170,5862,1007,4783,5163,1079,0.12101210121012101
95999,2000518,26,16,1987,11,female,747.0,854,386,9013,7927,1728,4254,7285,3673,0.4519906323185012
96000,2190003,57,20,1956,7,female,722.0,903,259,9931,12489,1090,7305,8841,5184,0.2868217054263566
96001,1178137,18,24,1995,1,female,441.0,968,590,4521,3011,1100,947,3421,2064,0.609504132231405
96002,2060817,18,9,1995,6,female,698.0,846,473,7382,4897,2998,3666,4384,1231,0.5591016548463357
96003,1237688,20,16,1993,12,female,337.0,853,353,4372,2868,1901,1849,2471,1019,0.4138335287221571
96005,1359467,19,11,1994,6,female,173.0,869,385,3888,9403,1682,4597,2206,4806,0.4430379746835443
96008,1140783,23,19,1990,9,female,112.0,840,769,4105,1741,3259,912,846,829,0.9154761904761904
96012,2064896,16,7,1997,9,female,95.0,856,612,12848,9615,11921,7798,927,1817,0.7149532710280374
96014,1178386,19,20,1994,8,female,359.0,941,434,4840,3301,4056,2019,784,1282,0.461211477151966
96016,1730595,23,26,1990,8,female,80.0,914,607,4068,2834,3788,2294,280,540,0.6641137855579868
96021,2155467,28,10,1985,10,female,248.0,836,411,5445,1910,5445,1335,0,575,0.4916267942583732
96022,1218924,34,4,1979,5,female,349.0,911,38,3722,1091,3722,947,0,144,0.04171240395170143
96023,1629444,68,4,1945,2,female,466.0,900,441,3953,1431,3953,1352,0,79,0.49
96024,1494855,22,9,1991,7,female,420.0,934,827,6977,7296,6977,4806,0,2490,0.8854389721627409
96025,1035448,30,15,1983,6,female,275.0,908,242,4480,6363,4480,5727,0,636,0.2665198237885463
96026,1197369,84,30,1929,12,female,295.0,888,255,4597,3040,4597,2536,0,504,0.28716216216216217
96027,1154612,14,20,1999,11,female,245.0,1094,720,0,0,0,0,0,0,0.6581352833638026
96031,1926785,15,31,1998,5,female,325.0,1174,1061,0,8,0,6,0,2,0.903747870528109
96035,1448651,16,4,1997,7,female,674.0,1009,187,0,59,0,45,0,14,0.18533201189296333
96036,1593927,18,22,1995,11,female,1465.0,1074,204,0,12,0,8,0,4,0.18994413407821228
96039,2134361,17,28,1996,5,female,323.0,1141,798,0,3,0,3,0,0,0.6993865030674846
96043,1691680,18,23,1995,3,female,398.0,1183,109,0,1,0,1,0,0,0.09213863060016907
96045,1144529,18,20,1995,9,female,351.0,1111,620,0,120,0,83,0,37,0.558055805580558
96046,1333575,19,8,1994,4,female,1190.0,1096,92,0,0,0,0,0,0,0.08394160583941605
96048,1340629,19,7,1994,6,female,646.0,1206,854,0,0,0,0,0,0,0.7081260364842454
96050,1311077,21,7,1992,7,female,512.0,997,80,0,1,0,0,0,1,0.0802407221664995
96055,1336860,23,31,1990,3,female,960.0,1197,1035,0,9,0,0,0,9,0.8646616541353384
96060,2181428,43,8,1970,8,female,110.0,1128,449,0,3,0,2,0,1,0.3980496453900709
96062,1111573,68,27,1945,5,female,305.0,1062,755,0,1,0,1,0,0,0.7109227871939736
96063,1241428,103,9,1910,4,female,960.0,1014,165,0,0,0,0,0,0,0.16272189349112426
96066,1865077,17,18,1996,2,female,817.0,1041,603,1,0,0,0,1,0,0.579250720461095
96070,1082320,94,9,1919,3,female,1219.0,1072,294,1,5,0,3,1,2,0.27425373134328357
96072,1182493,15,10,1998,5,female,341.0,1225,209,1,0,1,0,0,0,0.17061224489795918
96076,2161265,14,24,1999,3,female,551.0,1104,800,1,70,1,47,0,23,0.7246376811594203
96077,1455698,17,14,1996,11,female,886.0,1124,870,1,75,1,63,0,12,0.7740213523131673
96079,1933693,17,9,1996,9,female,217.0,1089,743,1,14,1,3,0,11,0.682277318640955
96083,2144423,18,19,1995,8,female,350.0,1012,576,1,24,1,18,0,6,0.5691699604743083
96088,1369126,103,16,1910,2,female,1055.0,1081,219,1,187,1,171,0,16,0.20259019426456984
96090,1150845,19,12,1994,5,female,586.0,1159,810,2,0,2,0,0,0,0.6988783433994823
96094,1697499,16,17,1997,1,female,668.0,1192,682,2,86,2,77,0,9,0.5721476510067114
96095,1101458,18,3,1995,2,female,135.0,1181,71,2,72,2,35,0,37,0.060118543607112614
96097,1312995,20,6,1993,10,female,158.0,1105,1048,2,5,2,4,0,1,0.9484162895927601
96098,2128083,21,28,1992,10,female,842.0,1010,439,2,9,2,8,0,1,0.43465346534653465
96100,1567420,25,26,1988,8,female,72.0,1261,122,2,12,2,3,0,9,0.09674861221252974
96103,1805949,68,1,1945,4,female,614.0,1089,990,2,14,2,6,0,8,0.9090909090909091
96104,1728523,103,17,1910,5,female,1129.0,1245,832,2,16,2,12,0,4,0.668273092369478
96110,2008547,23,18,1990,10,female,540.0,1100,513,3,2,3,2,0,0,0.46636363636363637
96111,1786877,17,5,1996,3,female,179.0,1130,9,3,53,3,44,0,9,0.007964601769911504
96112,1120469,17,20,1996,4,female,432.0,1223,81,3,60,3,50,0,10,0.06623058053965658
96116,1361986,84,17,1929,6,female,1251.0,1138,612,3,77,3,25,0,52,0.5377855887521968
96120,1942610,17,23,1996,6,female,1408.0,1032,522,4,5,3,5,1,0,0.5058139534883721
96121,1378862,26,26,1987,8,female,744.0,1141,109,4,0,4,0,0,0,0.09553023663453111
96122,2121231,19,9,1994,11,female,654.0,1141,166,4,26,4,14,0,12,0.14548641542506574
96123,2120676,20,11,1993,2,female,1169.0,1065,228,5,31,2,23,3,8,0.2140845070422535
96124,2115144,17,17,1996,10,female,543.0,1183,483,5,51,4,35,1,16,0.40828402366863903
96126,2110403,108,16,1905,8,female,1007.0,1140,107,5,2,5,2,0,0,0.09385964912280702
96129,1983709,18,11,1995,11,female,572.0,1022,766,5,26,5,12,0,14,0.7495107632093934
96130,1512057,18,22,1995,5,female,477.0,1076,612,5,72,5,51,0,21,0.5687732342007435
96131,1012283,28,17,1985,7,female,1063.0,1152,329,5,13,5,11,0,2,0.2855902777777778
96134,1047223,68,31,1945,12,female,1498.0,1055,140,5,50,5,35,0,15,0.13270142180094788
96136,2153985,83,10,1930,9,female,1868.0,1058,405,5,445,5,384,0,61,0.3827977315689981
96138,1273259,21,25,1992,1,female,422.0,1200,865,6,13,4,4,2,9,0.7208333333333333
96142,1219943,23,30,1990,12,female,355.0,1252,33,6,226,6,134,0,92,0.026357827476038338
96144,1063771,29,8,1984,12,female,1908.0,1041,266,6,14,6,11,0,3,0.25552353506243997
